ltable_url,ltable_problem_code,rtable_url,rtable_problem_code
http://www.spoj.com/problems/GUESS002,,https://www.codechef.com/problems/CG05,
http://www.spoj.com/problems/GUESS003,,https://www.codechef.com/problems/CCCS3,
http://www.spoj.com/problems/FZ10B,,https://www.codechef.com/problems/KINGCON,
http://www.spoj.com/problems/APARNA,,https://www.codechef.com/problems/MOVES,
http://www.spoj.com/problems/GLJIVE,,https://www.codechef.com/problems/EASYPROB,
http://www.spoj.com/problems/BFMUL,,https://www.codechef.com/problems/HOB,
http://www.spoj.com/problems/DCEPC13G,,https://www.codechef.com/problems/LOC02,
http://www.spoj.com/problems/EFFECTIV,,https://www.codechef.com/problems/BMASTER,
http://www.spoj.com/problems/TRICKTRT,,https://www.codechef.com/problems/FISHY,
http://www.spoj.com/problems/SAMER08H,,https://www.codechef.com/problems/VVR,
http://www.spoj.com/problems/GCPC11E,,https://www.codechef.com/problems/FLY,
http://www.spoj.com/problems/PONY10,,https://www.codechef.com/problems/CAKES,
http://www.spoj.com/problems/CLTZERO,,https://www.codechef.com/problems/TANKS,
http://www.spoj.com/problems/XMAS2014,,https://www.codechef.com/problems/DEG3MAXT,
http://www.spoj.com/problems/TAP2013C,,https://www.codechef.com/problems/BMASTER,
http://www.spoj.com/problems/NWERC11G,,https://www.codechef.com/problems/HOB,
http://www.spoj.com/problems/STRSRC,,https://www.codechef.com/problems/IOPC14O,
http://www.spoj.com/problems/PYTHTRIP,,https://www.codechef.com/problems/SIMBIRD,
http://www.spoj.com/problems/YASSP,,https://www.codechef.com/problems/ACMICL03,
http://www.spoj.com/problems/ACEGAME,,https://www.codechef.com/problems/ROC,
http://www.spoj.com/problems/PCV3,,https://www.codechef.com/problems/DELNMS,
http://www.spoj.com/problems/UOFTBD,,https://www.codechef.com/problems/SMVSEVIL,
http://www.spoj.com/problems/INCPOWK,,https://www.codechef.com/problems/EQUATION,
http://www.spoj.com/problems/TAP2016B,,https://www.codechef.com/problems/ACM14KG4,
http://www.spoj.com/problems/KRUS,,https://www.codechef.com/problems/A7,
http://www.spoj.com/problems/JOCTENIS,,https://www.codechef.com/problems/KOL1501,
http://www.spoj.com/problems/TAP2014B,,https://www.codechef.com/problems/HOB,
http://www.spoj.com/problems/SUPSUP,,https://www.codechef.com/problems/CLMBSTRS,
http://www.spoj.com/problems/SENSORNT,,https://www.codechef.com/problems/CLMBSTRS,
http://www.spoj.com/problems/GCJ102B,,https://www.codechef.com/problems/CIELHACK,
http://www.spoj.com/problems/YKH,,https://www.codechef.com/problems/WORDNINJ,
http://www.spoj.com/problems/AE4A,,https://www.codechef.com/problems/CHPUZZLE,
http://www.spoj.com/problems/FERRY,,https://www.codechef.com/problems/SUBTREE,
http://www.spoj.com/problems/LOGIC,,https://www.codechef.com/problems/ROC,
http://www.spoj.com/problems/SELLINGA,,https://www.codechef.com/problems/GRETHIEF,
http://www.spoj.com/problems/BMASTER,,https://www.codechef.com/problems/KAN15RTA,
http://www.spoj.com/problems/POLYDRAW,,https://www.codechef.com/problems/ASYA3,
http://www.spoj.com/problems/KIMO2,,https://www.codechef.com/problems/DETDET,
http://www.spoj.com/problems/COWPIC,,https://www.codechef.com/problems/SHOPPING,
http://www.spoj.com/problems/CUCKOO,,https://www.codechef.com/problems/EVENPOLY,
http://www.spoj.com/problems/KURUK14,,https://www.codechef.com/problems/CDFI1,
http://www.spoj.com/problems/HS10SQFT,,https://www.codechef.com/problems/LOC02,
http://www.spoj.com/problems/RAIN2,,https://www.codechef.com/problems/CUCUMBER,
http://www.spoj.com/problems/BTCODE_I,,https://www.codechef.com/problems/BMASTER,
http://www.spoj.com/problems/EPR,,https://www.codechef.com/problems/SUM1,
http://www.spoj.com/problems/POLYDRAW,,https://www.codechef.com/problems/LAND,
http://www.spoj.com/problems/JOCTENIS,,https://www.codechef.com/problems/TRSUBTR,
http://www.spoj.com/problems/ICPC12C,,https://www.codechef.com/problems/IOPC14D,
